"","School_Dis_Name","School_Dis_Code","STATE","County_Name","State_County_Code","ENROLL","YRDATA","TOTAL_REVENUE","FEDERAL_REVENUE","STATE_REVENUE","LOCAL_REVENUE","TOTAL_EXPENDITURE","INSTRUCTION_EXPENDITURE","SUPPORT_SERVICES_EXPENDITURE","OTHER_EXPENDITURE","CAPITAL_OUTLAY_EXPENDITURE","SNAP"
"15106","north country junior uhsd #22a",NA,"Vermont",NA,NA,236,2013,4937,0,4370,567,4944,2844,1856,0,149,NA
"15107","orleans central supv union",NA,"Vermont",NA,NA,0,2013,4696,1554,216,2926,3986,1820,2033,3,130,NA
"15108","orleans-essex north supv union",NA,"Vermont",NA,NA,0,2013,8428,4384,344,3700,6154,1380,4721,0,52,NA
"15109","orleans southwest supv union",NA,"Vermont",NA,NA,0,2013,8167,1679,563,5925,7694,4397,2941,75,55,NA
"15110","north country union high school dist 22b",NA,"Vermont",NA,NA,810,2013,19666,170,17624,1872,17112,8777,5146,64,618,NA
"15111","lake region union school dist 24",NA,"Vermont",NA,NA,342,2013,5849,12,5463,374,6147,3416,1797,195,161,NA
"15112","brandon town sch dist",NA,"Vermont",NA,NA,385,2013,5073,0,4983,90,5023,2563,890,0,0,NA
"15113","benson village sch dist",NA,"Vermont",NA,NA,105,2013,1806,0,1726,80,1803,1093,559,54,25,NA
"15114","castleton-hubbardton usd #42",NA,"Vermont",NA,NA,380,2013,5733,0,5647,86,5864,3537,1601,168,105,NA
"15115","chittenden town sch dist",NA,"Vermont",NA,NA,0,2013,3448,23,3421,4,3385,106,7,10,0,NA
"15116","clarendon town sch dist",NA,"Vermont",NA,NA,188,2013,3237,36,3075,126,3505,1993,972,83,56,NA
"15117","danby town sch dist",NA,"Vermont",NA,NA,124,2013,2019,0,1897,122,2009,696,244,0,0,NA
"15118","fair haven town sch dist",NA,"Vermont",NA,NA,320,2013,5125,0,4741,384,5211,2987,1743,156,82,NA
"15119","hubbardton town sch dist",NA,"Vermont",NA,NA,29,2013,412,0,358,54,526,12,88,0,0,NA
"15120","ira school district","04830","Vermont","Rutland County","50_021",53,2013,806,0,799,7,770,70,1,0,0," 11,568 "
"15121","mendon town sch dist",NA,"Vermont",NA,NA,138,2013,2113,3,2109,1,2159,7,5,0,0,NA
"15122","middletown sprg village sch dist",NA,"Vermont",NA,NA,123,2013,1959,0,1887,72,1988,820,384,44,0,NA
"15123","mt holly town sch dist",NA,"Vermont",NA,NA,94,2013,1639,0,1578,61,1712,1034,453,1,15,NA
"15124","mt tabor town sch dist",NA,"Vermont",NA,NA,13,2013,216,61,154,1,204,103,11,0,0,NA
"15125","pawlet town sch dist",NA,"Vermont",NA,NA,137,2013,1455,0,1454,1,1419,483,176,0,3,NA
"15126","pittsfield town sch dist",NA,"Vermont",NA,NA,75,2013,1326,6,1293,27,1316,150,3,0,0,NA
"15127","pittsford town sch dist",NA,"Vermont",NA,NA,256,2013,3780,0,3649,131,3834,1909,780,83,0,NA
"15128","poultney town sch dist",NA,"Vermont",NA,NA,431,2013,7018,1,6278,739,7454,4345,2242,231,46,NA
"15129","rutland city schools",NA,"Vermont",NA,NA,2073,2013,47984,4325,38028,5631,46605,31585,12128,1616,891,NA
"15130","rutland town sch dist",NA,"Vermont",NA,NA,526,2013,7852,123,7534,195,7612,3658,1424,144,61,NA
"15131","killington town sch dist",NA,"Vermont",NA,NA,64,2013,1496,1,1110,385,1466,864,448,51,11,NA
"15132","shrewsbury mountain sch dist",NA,"Vermont",NA,NA,65,2013,1045,0,1015,30,1242,693,347,39,31,NA
"15133","sudbury town sch dist",NA,"Vermont",NA,NA,36,2013,462,0,462,0,461,194,135,0,0,NA
"15134","tinmouth center sch dist",NA,"Vermont",NA,NA,84,2013,1412,0,1344,68,1406,579,266,40,0,NA
"15135","wallingford village sch dist",NA,"Vermont",NA,NA,139,2013,2166,7,2093,66,2215,1238,628,64,34,NA
"15136","wells village sch dist",NA,"Vermont",NA,NA,147,2013,2159,1,2102,56,2175,893,531,47,0,NA
"15137","west haven town sch dist",NA,"Vermont",NA,NA,26,2013,344,0,324,20,314,0,52,0,0,NA
"15138","west rutland town school dist",NA,"Vermont",NA,NA,318,2013,5515,81,4993,441,5451,3395,1370,168,71,NA
"15139","castleton school district",NA,"Vermont",NA,NA,0,2013,289,0,31,258,274,0,274,0,0,NA
"15140","mettawee community school ud #47",NA,"Vermont",NA,NA,166,2013,3090,5,2895,190,3298,2050,808,140,44,NA
"15141","addison-rutland supv union",NA,"Vermont",NA,NA,0,2013,3023,1641,170,1212,2911,1383,1399,48,81,NA
"15142","rutland central supv union",NA,"Vermont",NA,NA,0,2013,1865,780,57,1028,1829,264,1471,0,17,NA
"15143","rutland northeast supv union",NA,"Vermont",NA,NA,0,2013,11172,1753,885,8534,11285,6004,4298,831,152,NA
"15144","rutland south supervisory union",NA,"Vermont",NA,NA,0,2013,2958,1046,95,1817,2499,252,2089,0,106,NA
"15145","rutland southwest supv union",NA,"Vermont",NA,NA,0,2013,2299,858,62,1379,1746,332,1383,17,13,NA
"15146","proctor town sch dist",NA,"Vermont",NA,NA,318,2013,5260,85,4861,314,5136,2947,1443,153,83,NA
"15147","otter valley u high school dist 8",NA,"Vermont",NA,NA,556,2013,10388,104,9960,324,10624,4226,2468,341,63,NA
"15148","barstow memorial jces",NA,"Vermont",NA,NA,244,2013,3824,0,145,3679,3699,1854,883,3,14,NA
"15149","fair haven union high school dist 16",NA,"Vermont",NA,NA,413,2013,7632,0,7010,622,7691,4622,2361,220,102,NA
"15150","currier memorial union sch district 23",NA,"Vermont",NA,NA,96,2013,1856,7,1757,92,2372,1111,617,220,217,NA
"15151","black river usd #39",NA,"Vermont",NA,NA,179,2013,4048,0,3843,205,4089,2427,1079,2,40,NA
"15152","mill river union school dist 40",NA,"Vermont",NA,NA,381,2013,9827,107,7215,2505,9725,5624,2522,276,250,NA
"15153","barre city schs",NA,"Vermont",NA,NA,933,2013,12146,0,12114,32,12902,8306,4018,1,74,NA
"15154","barre town sch dist",NA,"Vermont",NA,NA,851,2013,10490,20,10306,164,11081,6409,3621,302,183,NA
"15155","berlin town sch dist",NA,"Vermont",NA,NA,208,2013,3185,19,3083,83,3407,2013,1012,148,34,NA
"15156","cabot town sch dist",NA,"Vermont",NA,NA,177,2013,3866,125,3498,243,3711,1931,1179,126,133,NA
"15157","calais town sch dist",NA,"Vermont",NA,NA,132,2013,1937,3,1856,78,2010,1121,624,71,71,NA
"15158","duxbury corner sch dist",NA,"Vermont",NA,NA,0,2013,26,0,26,0,6,0,0,0,0,NA
"15159","east montpelier town sch dist",NA,"Vermont",NA,NA,238,2013,3576,5,3370,201,4053,2017,1070,123,639,NA
"15160","fayston town sch dist",NA,"Vermont",NA,NA,110,2013,1791,32,1639,120,1833,1040,554,126,11,NA
"15161","middlesex town sch dist",NA,"Vermont",NA,NA,186,2013,2555,5,2420,130,2641,1524,820,100,58,NA
"15162","montpelier school district","05700","Vermont","Washington County","50_023",1008,2013,17356,863,15856,637,17509,10574,6168,411,224," 7,965 "
"15163","moretown sch dist",NA,"Vermont",NA,NA,113,2013,2180,32,2015,133,2165,1317,669,3,33,NA
"15164","northfield town sch dist",NA,"Vermont",NA,NA,624,2013,10479,110,9641,728,10266,6312,2201,382,275,NA
"15165","roxbury village sch dist",NA,"Vermont",NA,NA,62,2013,1595,3,1368,224,1351,485,247,1,39,NA
"15166","waitsfield school district","08400","Vermont","Washington County","50_023",156,2013,2340,31,2212,97,2538,1668,721,2,19," 7,965 "
"15167","warren town sch dist",NA,"Vermont",NA,NA,174,2013,2368,96,2042,230,2656,1545,673,86,266,NA
"15168","woodbury town sch dist",NA,"Vermont",NA,NA,48,2013,907,13,856,38,855,261,331,45,9,NA
"15169","worcester village sch dist",NA,"Vermont",NA,NA,75,2013,1208,2,1169,37,1315,726,423,46,32,NA
"15170","spaulding hsud #41",NA,"Vermont",NA,NA,742,2013,15709,315,13939,1455,16515,9636,4534,1093,399,NA
"15171","duxbury/waterbury usd #45",NA,"Vermont",NA,NA,733,2013,10200,88,9841,271,10088,6112,2698,306,72,NA
"15172","barre supervisory union",NA,"Vermont",NA,NA,0,2013,4648,2550,195,1903,2233,122,2071,0,40,NA
"15173","orange north supervisory union",NA,"Vermont",NA,NA,0,2013,2067,986,184,897,1589,329,1233,0,27,NA
"15174","washington central supv union",NA,"Vermont",NA,NA,0,2013,4670,1186,512,2972,3987,756,2245,872,58,NA
"15175","washington northeast supv union",NA,"Vermont",NA,NA,0,2013,1492,573,50,869,1028,41,804,175,8,NA
"15176","washington south supv union",NA,"Vermont",NA,NA,0,2013,1748,723,64,961,1415,89,1265,0,61,NA
"15177","washington west supv union",NA,"Vermont",NA,NA,0,2013,3725,1248,101,2376,2538,37,2480,0,21,NA
"15178","harwood union high sch dist 19",NA,"Vermont",NA,NA,717,2013,13781,198,12801,782,14018,9148,3046,575,135,NA
"15179","twinfield union school district 33","08225","Vermont","Washington County","50_023",421,2013,6777,186,6451,140,7572,4050,2099,230,635," 7,965 "
"15180","union high school district 32","08237","Vermont","Washington County","50_023",708,2013,14439,20,12660,1759,13873,7561,4457,510,338," 7,965 "
"15181","brattleboro town school district",NA,"Vermont",NA,NA,921,2013,18139,3053,14926,160,19001,9847,3532,4380,164,NA
"15182","brookline town school district",NA,"Vermont",NA,NA,47,2013,540,2,538,0,530,0,0,0,0,NA
"15183","dover town sch dist",NA,"Vermont",NA,NA,171,2013,2516,29,2442,45,2536,1258,540,52,13,NA
"15184","dummerston town sch dist",NA,"Vermont",NA,NA,178,2013,3126,26,3022,78,3283,1954,994,74,24,NA
"15185","guilford central sch dist",NA,"Vermont",NA,NA,155,2013,2735,69,2599,67,2819,1704,798,59,28,NA
"15186","halifax town sch dist",NA,"Vermont",NA,NA,89,2013,1401,2,1371,28,1471,518,304,28,3,NA
"15187","jamaica village sch dist",NA,"Vermont",NA,NA,71,2013,1137,3,1095,39,1167,534,244,59,21,NA
"15188","londonderry town sch dist",NA,"Vermont",NA,NA,116,2013,1979,2,1977,0,2319,1671,173,0,0,NA
"15189","marlboro town sch dist",NA,"Vermont",NA,NA,124,2013,2221,72,2102,47,2197,1046,403,36,101,NA
"15190","newfane town sch dist",NA,"Vermont",NA,NA,111,2013,1393,7,1386,0,1360,0,0,0,0,NA
"15191","putney central sch dist",NA,"Vermont",NA,NA,181,2013,3413,1,3229,183,4387,2323,894,82,831,NA
"15192","rockingham school district","06930","Vermont","Windham County","50_025",573,2013,10019,318,9137,564,19148,5861,2561,467,8798," 8,049 "
"15193","stratton town sch dist",NA,"Vermont",NA,NA,31,2013,634,57,577,0,650,532,13,0,0,NA
"15194","townshend town sch dist",NA,"Vermont",NA,NA,86,2013,1324,11,1278,35,1511,744,266,62,10,NA
"15195","vernon town sch dist",NA,"Vermont",NA,NA,164,2013,4065,61,3742,262,4320,2074,1162,100,16,NA
"15196","wardsboro central sch dist",NA,"Vermont",NA,NA,124,2013,2040,16,2015,9,2113,746,254,26,13,NA
"15197","westminster town school dist",NA,"Vermont",NA,NA,306,2013,4624,118,4420,86,5064,2794,967,265,24,NA
"15198","whitingham town sch dist",NA,"Vermont",NA,NA,210,2013,4466,6,3820,640,4507,1366,421,129,406,NA
"15199","wilmington town sch dist",NA,"Vermont",NA,NA,256,2013,5131,69,4793,269,7392,1391,627,91,2252,NA
"15200","windham town sch dist",NA,"Vermont",NA,NA,19,2013,334,0,325,9,337,174,80,1,5,NA
"15201","athens/grafton contract school district",NA,"Vermont",NA,NA,95,2013,2998,0,1673,1325,2962,757,388,9,4,NA
"15202","whitingham wilmington joint contract school district",NA,"Vermont",NA,NA,270,2013,5760,3,255,5502,5811,3180,1749,97,239,NA
"15203","brookline/newfane joint school contract",NA,"Vermont",NA,NA,156,2013,1996,5,64,1927,2048,1048,350,53,21,NA
"15204","windham central supv union",NA,"Vermont",NA,NA,0,2013,5897,1477,278,4142,5018,2574,2421,0,23,NA
"15205","windham northeast supv union",NA,"Vermont",NA,NA,0,2013,5358,2025,248,3085,4558,966,3274,210,103,NA
"15206","windham southeast supv union",NA,"Vermont",NA,NA,0,2013,9042,3624,501,4917,6084,2080,3972,0,32,NA
"15207","windham southwest supv union",NA,"Vermont",NA,NA,0,2013,2918,1086,105,1727,2285,830,1447,0,8,NA
"15208","brattleboro high sch dist 6",NA,"Vermont",NA,NA,1105,2013,26025,305,23326,2394,25485,15176,6610,749,316,NA
"15209","leland and gray union high sch dist 34",NA,"Vermont",NA,NA,280,2013,6683,76,5661,946,6863,3502,1741,174,55,NA
"15210","flood brook union sch dist 20",NA,"Vermont",NA,NA,248,2013,4867,0,4458,409,4914,3112,1266,111,175,NA
"15211","bellows falls union high school dist 27",NA,"Vermont",NA,NA,374,2013,7684,0,7341,343,8094,4741,2229,1,99,NA
"15212","baltimore town sch dist",NA,"Vermont",NA,NA,45,2013,613,0,613,0,607,41,11,0,0,NA
"15213","barnard central sch dist",NA,"Vermont",NA,NA,71,2013,1043,0,986,57,1069,657,330,4,4,NA
"15214","bethel school district","00270","Vermont","Fairfield County","09_001",295,2013,5519,107,4724,688,5680,1956,2002,169,55," 81,307 "
"15215","bethel school district","02250","Vermont","Windsor County","50_027",295,2013,5519,107,4724,688,5680,1956,2002,169,55," 8,350 "
"15216","bethel school district","00480","Vermont","Pierce County","53_053",295,2013,5519,107,4724,688,5680,1956,2002,169,55," 145,693 "
"15217","bridgewater village sch dist",NA,"Vermont",NA,NA,45,2013,859,4,817,38,884,518,265,41,9,NA
"15218","cavendish town sch dist",NA,"Vermont",NA,NA,108,2013,1766,10,1713,43,1670,925,485,56,33,NA
"15219","hartford town sch dist",NA,"Vermont",NA,NA,1502,2013,30795,1240,24072,5483,31485,19658,10076,0,1111,NA
"15220","hartland town sch dist",NA,"Vermont",NA,NA,469,2013,8160,69,7890,201,8105,3326,1917,168,50,NA
"15221","ludlow town sch dist",NA,"Vermont",NA,NA,134,2013,2834,146,2248,440,2998,1547,956,194,56,NA
"15222","norwich town sch dist",NA,"Vermont",NA,NA,652,2013,11795,200,11492,103,12436,3681,1446,61,524,NA
"15223","plymouth town sch dist",NA,"Vermont",NA,NA,41,2013,746,0,642,104,767,15,109,0,0,NA
"15224","pomfret town sch dist",NA,"Vermont",NA,NA,53,2013,1170,0,1096,74,1151,748,320,2,6,NA
"15225","reading town sch dist",NA,"Vermont",NA,NA,52,2013,880,2,818,60,915,447,332,76,5,NA
"15226","rochester town sch dist",NA,"Vermont",NA,NA,110,2013,3059,54,2370,635,3399,1392,1266,163,87,NA
"15227","south royalton town sch dist",NA,"Vermont",NA,NA,301,2013,6317,94,5364,859,6441,2695,1697,189,260,NA
"15228","sharon town sch dist",NA,"Vermont",NA,NA,248,2013,3779,24,3620,135,3947,1560,710,75,77,NA
"15229","springfield town sch dist",NA,"Vermont",NA,NA,1385,2013,31833,1666,26327,3840,29446,14709,10648,849,885,NA
"15230","stockbridge central sch dist",NA,"Vermont",NA,NA,104,2013,1896,36,1771,89,1882,745,296,0,18,NA
"15231","weathersfield town sch dist",NA,"Vermont",NA,NA,332,2013,6350,64,6155,131,5307,2013,1122,134,105,NA
"15232","weston town sch dist",NA,"Vermont",NA,NA,29,2013,376,7,369,0,458,365,11,0,0,NA
"15233","west windsor town sch dist",NA,"Vermont",NA,NA,133,2013,2343,1,2165,177,2256,682,508,13,31,NA
"15234","windsor town sch dist",NA,"Vermont",NA,NA,440,2013,9876,267,8125,1484,10048,5254,2818,219,242,NA
"15235","woodstock town sch dist",NA,"Vermont",NA,NA,165,2013,3364,0,2654,710,3102,1696,1003,132,47,NA
"15236","river valley regional technical center school district",NA,"Vermont",NA,NA,0,2013,3475,316,1708,1451,3332,1444,1246,482,132,NA
"15237","orange-windsor supervisory union",NA,"Vermont",NA,NA,0,2013,6252,1303,365,4584,5394,2816,2245,0,32,NA
"15238","rutland-windsor supv union",NA,"Vermont",NA,NA,0,2013,1536,460,104,972,1181,141,1033,0,7,NA
"15239","windsor central supv union",NA,"Vermont",NA,NA,0,2013,2248,725,108,1415,1903,261,1607,29,6,NA
"15240","windsor northwest supv union",NA,"Vermont",NA,NA,0,2013,5540,847,1538,3155,5462,2526,1685,0,23,NA
"15241","windsor southeast supv union",NA,"Vermont",NA,NA,0,2013,3574,1156,195,2223,2899,441,2406,13,36,NA
"15242","windsor southwest supv union",NA,"Vermont",NA,NA,0,2013,2429,871,200,1358,1946,634,1299,0,13,NA
"15243","woodstock high school dist 4",NA,"Vermont",NA,NA,428,2013,11905,42,9618,2245,11757,6402,3861,387,123,NA
"15244","green mountain uhs dist 35",NA,"Vermont",NA,NA,292,2013,5943,0,5336,607,5881,2847,1985,198,360,NA
"15245","chester-andover union school dist 29",NA,"Vermont",NA,NA,218,2013,3631,0,3423,208,3683,1980,1107,87,137,NA
"15246","chester town school dist",NA,"Vermont",NA,NA,32,2013,180,0,179,1,188,0,5,0,0,NA
"15247","accomack county school",NA,"Virginia",NA,NA,5131,2013,52100,7796,27404,16900,54044,30946,17893,2478,388,NA
"15248","albemarle county school district",NA,"Virginia",NA,NA,13263,2013,182433,8536,43909,129988,179075,92438,58504,6271,13550,NA
"15249","alleghany highlands public schools",NA,"Virginia",NA,NA,2634,2013,30637,2196,15951,12490,29879,16698,10400,1193,536,NA
"15250","amelia county school",NA,"Virginia",NA,NA,1786,2013,15685,847,9455,5383,15619,9096,5448,669,179,NA
"15251","amherst county school",NA,"Virginia",NA,NA,4442,2013,47185,4117,25017,18051,45755,26655,13513,2830,1106,NA
"15252","appomattox county schools",NA,"Virginia",NA,NA,2294,2013,20679,1932,13071,5676,21048,12085,6986,987,569,NA
"15253","arlington county public schools","00270","Virginia","Arlington County","51_013",22543,2013,532105,13595,55378,463132,534718,254710,153633,30609,81834," 8,191 "
"15254","augusta co sch dist",NA,"Virginia",NA,NA,10755,2013,114546,11840,52120,50586,112824,61069,34330,4830,5705,NA
"15255","bath co sch",NA,"Virginia",NA,NA,647,2013,10106,733,1580,7793,9906,4920,4127,576,181,NA
"15256","bedford co sch dist",NA,"Virginia",NA,NA,10513,2013,108216,8840,43667,55709,104472,55767,31791,4083,9032,NA
"15257","bland co sch division",NA,"Virginia",NA,NA,891,2013,8380,940,5305,2135,8544,4904,3141,263,140,NA
"15258","botetourt co sch",NA,"Virginia",NA,NA,4962,2013,51222,2348,24355,24519,50032,29969,17245,2073,251,NA
"15259","brunswick co sch",NA,"Virginia",NA,NA,1976,2013,23350,3216,13819,6315,24070,11380,9576,1158,1420,NA
"15260","buchanan co sch dist",NA,"Virginia",NA,NA,3281,2013,38939,4574,18640,15725,38944,23100,13169,2260,348,NA
"15261","buckingham co schs",NA,"Virginia",NA,NA,2121,2013,21720,2411,12735,6574,23233,11567,8361,1115,469,NA
"15262","campbell co sch",NA,"Virginia",NA,NA,8391,2013,78570,6541,44826,27203,80718,43207,28370,3404,2893,NA
"15263","caroline co sch",NA,"Virginia",NA,NA,4340,2013,40227,4320,23692,12215,40272,24509,13457,1954,181,NA
"15264","carroll co sch dist",NA,"Virginia",NA,NA,4355,2013,44132,5429,24564,14139,51253,24841,14926,2399,8322,NA
"15265","charles city co schs",NA,"Virginia",NA,NA,768,2013,10766,1110,4491,5165,10759,5649,4488,402,56,NA
"15266","charlotte co schs",NA,"Virginia",NA,NA,2050,2013,25193,3156,16745,5292,23975,13932,8202,1085,738,NA
"15267","chesterfield co schs",NA,"Virginia",NA,NA,58859,2013,581811,32908,280338,268565,589981,330448,182081,20831,40798,NA
"15268","clarke co schs",NA,"Virginia",NA,NA,2062,2013,26317,1079,8557,16681,25629,12929,7993,826,2039,NA
"15269","craig co schs",NA,"Virginia",NA,NA,694,2013,6876,798,3982,2096,7341,4155,2628,359,76,NA
"15270","culpeper co schs",NA,"Virginia",NA,NA,7854,2013,88805,5220,39337,44248,83099,47380,22951,3281,5882,NA
"15271","cumberland co schs",NA,"Virginia",NA,NA,1419,2013,14919,1953,8120,4846,17130,8625,4630,825,823,NA
"15272","dickenson co schs",NA,"Virginia",NA,NA,2394,2013,24785,2754,14732,7299,24965,13547,9315,1658,362,NA
"15273","dinwiddie co schs",NA,"Virginia",NA,NA,4447,2013,49658,3181,25931,20546,45873,23936,15487,1678,1620,NA
"15274","essex co schs",NA,"Virginia",NA,NA,1598,2013,18879,2391,8076,8412,17785,10041,5354,717,209,NA
"15275","fairfax co schs",NA,"Virginia",NA,NA,180616,2013,2543509,110231,562643,1870635,2746699,1526811,846389,110754,186926,NA
"15276","fauquier co schs",NA,"Virginia",NA,NA,11065,2013,131519,5247,45144,81128,136063,80956,41381,4871,2242,NA
"15277","floyd co schs",NA,"Virginia",NA,NA,2034,2013,19575,1668,11269,6638,18758,10611,6599,548,535,NA
"15278","fluvanna co schs",NA,"Virginia",NA,NA,3775,2013,36688,2416,18108,16164,35692,21836,12136,611,9,NA
"15279","franklin co schs",NA,"Virginia",NA,NA,7520,2013,83668,7506,37667,38495,81676,42634,26322,4562,5099,NA
"15280","frederick co schs",NA,"Virginia",NA,NA,13163,2013,155633,7765,66491,81377,158069,79718,51242,5137,14156,NA
"15281","giles co schs",NA,"Virginia",NA,NA,2448,2013,25258,1965,14842,8451,24105,14461,7403,1097,638,NA
"15282","gloucester co schs",NA,"Virginia",NA,NA,5632,2013,59026,4463,26356,28207,58744,30932,21056,2140,3538,NA
"15283","goochland co schs",NA,"Virginia",NA,NA,2351,2013,26106,1632,6090,18384,26143,14660,10219,959,101,NA
"15284","grayson co schs",NA,"Virginia",NA,NA,1853,2013,21914,4482,11720,5712,21999,13284,7146,847,433,NA
"15285","greene co public schools",NA,"Virginia",NA,NA,3003,2013,33947,2581,15483,15883,32994,19186,9991,630,1110,NA
"15286","greensville co schs",NA,"Virginia",NA,NA,2551,2013,21510,3593,10045,7872,26563,15985,7996,1139,603,NA
"15287","halifax co schs",NA,"Virginia",NA,NA,5709,2013,57055,6123,33927,17005,57465,34331,17690,2845,1197,NA
"15288","hanover co schs",NA,"Virginia",NA,NA,18370,2013,188054,8020,80866,99168,176334,112882,47215,7058,3416,NA
"15289","henrico co schs",NA,"Virginia",NA,NA,50083,2013,545496,34931,232125,278440,512207,272307,157628,19929,45439,NA
"15290","henry co schs",NA,"Virginia",NA,NA,7465,2013,76551,8827,46121,21603,75098,40644,23303,4370,3984,NA
"15291","highland co schs",NA,"Virginia",NA,NA,205,2013,3972,289,1441,2242,3826,1986,1484,170,158,NA
"15292","isle of wight co schs",NA,"Virginia",NA,NA,5566,2013,69312,3357,26021,39934,66897,34436,18547,2123,7750,NA
"15293","williamsburg-james city county schools",NA,"Virginia",NA,NA,11024,2013,122762,6028,34111,82623,122053,74207,41447,4344,2055,NA
"15294","king and queen co schools",NA,"Virginia",NA,NA,908,2013,12179,2661,4727,4791,11915,7069,4197,445,63,NA
"15295","king george co schs",NA,"Virginia",NA,NA,4258,2013,36702,2358,19209,15135,36608,22349,12296,1352,415,NA
"15296","king william-county schs",NA,"Virginia",NA,NA,2217,2013,25381,1515,11654,12212,22612,12832,7153,937,559,NA
"15297","lancaster co schools",NA,"Virginia",NA,NA,1332,2013,16086,1354,3252,11480,16007,8349,5802,584,320,NA
"15298","lee co sch",NA,"Virginia",NA,NA,3418,2013,35996,5459,23656,6881,36173,21118,12443,1629,826,NA
"15299","loudoun co schs",NA,"Virginia",NA,NA,68205,2013,1027126,21204,255954,749968,1077291,555570,273315,25578,186319,NA
"15300","louisa co schs",NA,"Virginia",NA,NA,4732,2013,67139,7327,20632,39180,66352,29717,17961,2066,14779,NA
"15301","lunenburg co schs",NA,"Virginia",NA,NA,1580,2013,16233,2359,10022,3852,16734,9655,5278,1041,14,NA
"15302","madison co schs",NA,"Virginia",NA,NA,1893,2013,19801,1709,8722,9370,20213,11020,6482,817,1674,NA
"15303","mathews co schs",NA,"Virginia",NA,NA,1183,2013,13234,868,4933,7433,12309,6500,4546,756,166,NA
"15304","mecklenburg co schs",NA,"Virginia",NA,NA,4678,2013,44570,4964,24881,14725,43372,26178,12299,2070,1223,NA
"15305","middlesex co schs",NA,"Virginia",NA,NA,1182,2013,14782,1162,4441,9179,13569,6950,4895,772,395,NA
"15306","montgomery co schs",NA,"Virginia",NA,NA,9742,2013,116486,6586,47176,62724,107445,57152,34835,4244,1281,NA
"15307","nelson co schs",NA,"Virginia",NA,NA,1992,2013,24571,1711,7793,15067,25700,12952,9842,1040,387,NA
"15308","new kent co schs",NA,"Virginia",NA,NA,3001,2013,26230,1478,12121,12631,29072,15536,9623,916,20,NA
"15309","northampton co schs",NA,"Virginia",NA,NA,1721,2013,21400,4618,8618,8164,21766,10608,8805,792,1059,NA
"15310","northumberland co schs",NA,"Virginia",NA,NA,1473,2013,16792,1444,3552,11796,16215,8792,5865,368,415,NA
"15311","nottoway co schs",NA,"Virginia",NA,NA,2351,2013,23005,2864,14508,5633,22426,12731,7921,1096,256,NA
"15312","orange co schs",NA,"Virginia",NA,NA,5186,2013,49825,4758,24010,21057,52946,28836,16326,2190,2558,NA
"15313","page co schs",NA,"Virginia",NA,NA,3624,2013,39480,2950,20223,16307,37458,20746,10861,1684,865,NA
"15314","patrick co schs",NA,"Virginia",NA,NA,2645,2013,26948,2694,15421,8833,26594,14528,8296,1652,581,NA
"15315","pittsylvania county schs",NA,"Virginia",NA,NA,9311,2013,82908,9084,55700,18124,85065,47353,27522,5172,4537,NA
"15316","powhatan co schs",NA,"Virginia",NA,NA,4321,2013,42301,1791,19243,21267,45471,25190,15243,1310,449,NA
"15317","prince edward county school",NA,"Virginia",NA,NA,2320,2013,26449,3894,13691,8864,25858,15896,8196,1085,544,NA
"15318","pr george co schs",NA,"Virginia",NA,NA,6425,2013,65266,9142,36139,19985,62516,35046,20099,3536,1268,NA
"15319","prince william co schs",NA,"Virginia",NA,NA,83865,2013,1004075,47983,428753,527339,1015911,489435,328010,42089,93217,NA
"15320","pulaski co schs",NA,"Virginia",NA,NA,4520,2013,46121,4928,26079,15114,46285,25989,16237,2555,101,NA
"15321","rappahannock county schs",NA,"Virginia",NA,NA,916,2013,12342,672,2733,8937,12000,6706,4327,470,304,NA
"15322","richmond co schs",NA,"Virginia",NA,NA,1171,2013,14654,1056,6786,6812,14449,7962,4793,605,180,NA
"15323","roanoke co schs",NA,"Virginia",NA,NA,14369,2013,158007,7197,69133,81677,150575,86535,39885,5572,13156,NA
"15324","rockbridge county schs",NA,"Virginia",NA,NA,2815,2013,32639,2745,11099,18795,52222,17722,10484,1334,21461,NA
"15325","rockingham county schs",NA,"Virginia",NA,NA,11787,2013,125033,7222,56112,61699,129830,70791,41649,5498,2215,NA
"15326","russell co schs",NA,"Virginia",NA,NA,4410,2013,43246,5545,26743,10958,40675,23931,13507,2506,124,NA
"15327","scott county schs",NA,"Virginia",NA,NA,3917,2013,35397,3416,25118,6863,34970,20877,11330,1723,836,NA
"15328","shenandoah county schs",NA,"Virginia",NA,NA,6170,2013,67521,4027,30663,32831,68447,43970,18722,2058,1954,NA
"15329","smyth county schs",NA,"Virginia",NA,NA,4845,2013,49689,5631,30568,13490,48525,29409,13137,3014,1616,NA
"15330","southampton county schs",NA,"Virginia",NA,NA,2890,2013,32873,2803,16355,13715,31423,16112,11139,1331,351,NA
"15331","spotsylvania county schs",NA,"Virginia",NA,NA,23768,2013,264118,17073,121460,125585,250213,139363,85503,9621,6385,NA
"15332","stafford co schs",NA,"Virginia",NA,NA,27463,2013,274079,16427,132913,124739,290213,166292,88960,11633,22537,NA
"15333","surry county schs",NA,"Virginia",NA,NA,902,2013,16030,973,2845,12212,16013,8640,5955,641,710,NA
"15334","sussex co schs dist",NA,"Virginia",NA,NA,1139,2013,18676,2894,7412,8370,18528,9658,7455,970,88,NA
